Category;Year;Filename;Offence/type;Cases;Offences;Attempted;Multiple;Solved;Total accused;<10;10-14;15-17;18-19;20-24;25-29;30-34;35-39;40-49;50-59;60-69;70-99;No information;Male;Female;Legal persons;No information_1;Total;Residents;Asylum I;Asylum II;Miscellaneous;No information_2
Offences against the administration of justice;2019;2019_swisscrime.csv;311.00.305.A0 Money laundering;1696;1772;42;88;1348;1077;0;0;15;46;133;153;131;135;187;158;62;27;3;687;363;27;0;550;308;14;2;225;1
Offences against the administration of justice;2019;2019_swisscrime.csv;311.00.305.B0 Insufficient diligence in financial transactions and right to report;7;8;0;0;8;12;0;0;0;0;0;0;1;1;1;1;1;2;0;7;0;5;0;4;4;0;0;0;0
Offences against the administration of justice;2019;2019_swisscrime.csv;311.00.306.00 Perjury by a party to civil proceedings;17;19;0;0;19;22;0;0;0;0;0;0;3;3;9;2;5;0;0;13;9;0;0;10;10;0;0;0;0
Offences against the administration of justice;2019;2019_swisscrime.csv;311.00.307.00 Perjury by an expert witness. False translation;32;32;2;0;28;30;0;0;0;0;3;2;4;5;5;8;3;0;0;20;10;0;0;9;8;0;0;1;0
Offences against the administration of justice;2019;2019_swisscrime.csv;311.00.310.00 Assisting prisoners to escape;2;2;1;0;2;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Offences against Official or Professional Duty;2019;2019_swisscrime.csv;311.00.312.00 Abuse of public office;126;135;1;2;83;124;0;0;0;0;6;14;17;18;32;23;11;1;1;83;40;1;0;5;5;0;0;0;0
Offences against Official or Professional Duty;2019;2019_swisscrime.csv;311.00.313.00 Overcharging of taxes ;1;1;1;0;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Offences against Official or Professional Duty;2019;2019_swisscrime.csv;311.00.314.00 Misconduct in public office;10;10;0;0;4;16;0;0;0;0;0;0;2;1;5;6;2;0;0;14;2;0;0;1;X;X;X;X;X
Offences against Official or Professional Duty;2019;2019_swisscrime.csv;311.00.317.00 Forgery of a document by a public official;21;29;0;1;27;17;0;0;0;0;0;1;1;3;8;1;2;1;0;13;4;0;0;7;4;0;0;3;0
Offences against Official or Professional Duty;2019;2019_swisscrime.csv;311.00.318.00 Issuing a false medical certificate;13;14;0;1;12;12;0;0;1;1;2;0;0;0;5;3;0;0;0;9;3;0;0;4;4;0;0;0;0
Offences against Official or Professional Duty;2019;2019_swisscrime.csv;311.00.319.00 Assistance by a public official in the escape of prisoners;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Offences against Official or Professional Duty;2019;2019_swisscrime.csv;311.00.320.00 Breach of official secrecy;54;58;0;0;41;47;0;0;0;0;3;5;3;5;11;11;7;2;0;21;26;0;0;4;2;0;0;2;0
Offences against Official or Professional Duty;2019;2019_swisscrime.csv;311.00.321.00 Breach of professional confidentiality;31;34;0;0;24;25;0;0;0;0;2;1;1;1;8;8;2;2;0;16;9;0;0;4;4;0;0;0;0
Offences against Official or Professional Duty;2019;2019_swisscrime.csv;311.00.321.B0 Breach of postal or telecommunications secrecy;79;80;0;0;36;24;0;1;0;0;1;3;3;5;7;4;0;0;0;16;8;0;0;14;14;0;0;0;0
Offences against Official or Professional Duty;2019;2019_swisscrime.csv;311.00.322.00 Breach of the media duty to provide information;2;2;0;0;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Offences against Official or Professional Duty;2019;2019_swisscrime.csv;311.00.322.A0 Failure to prevent an illegal publication;2;2;0;0;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bribery;2019;2019_swisscrime.csv;311.00.322.B0 Bribery;3;3;1;0;3;7;0;0;1;0;0;0;1;0;3;1;1;0;0;5;2;0;0;1;X;X;X;X;X
Bribery;2019;2019_swisscrime.csv;311.00.322.C0 Accepting bribes;2;2;0;0;2;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bribery;2019;2019_swisscrime.csv;311.00.322.E0 Acceptance of an advantage;2;2;0;0;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bribery;2019;2019_swisscrime.csv;311.00.322.G0 Bribery of private indivduals ;2;3;0;0;2;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bribery;2019;2019_swisscrime.csv;311.00.322.H0 Accepting bribes;3;3;0;0;3;3;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Offences against Contraventions of Federal Law;2019;2019_swisscrime.csv;311.00.323.00 Failure of a debtor to comply with DEBA regulations  ;5964;5975;2;1948;5937;5069;0;3;12;124;661;877;793;677;974;635;245;66;0;3652;1415;2;0;2503;2343;69;4;87;0
Offences against Contraventions of Federal Law;2019;2019_swisscrime.csv;311.00.324.00 Failure of third parties to comply with DEBA regulations;21;23;0;2;23;22;0;0;0;0;1;3;2;5;7;1;1;0;0;14;6;2;0;13;13;0;0;0;0
Offences against Contraventions of Federal Law;2019;2019_swisscrime.csv;311.00.325.00 Failure to comply with accounting regulations;95;107;1;1;106;109;0;0;0;0;4;4;21;13;32;23;8;4;0;92;17;0;0;60;52;0;0;8;0
Offences against Contraventions of Federal Law;2019;2019_swisscrime.csv;311.00.325.A0 Failure to comply with regulations protecting tenants;2;2;0;0;2;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Offences against Contraventions of Federal Law;2019;2019_swisscrime.csv;311.00.326.B0 Contravention of the law of business;10;10;0;1;9;9;0;0;0;0;0;0;1;2;3;1;2;0;0;7;2;0;0;2;X;X;X;X;X
Offences against Contraventions of Federal Law;2019;2019_swisscrime.csv;311.00.331.00 Unauthorised wearing of military uniform;7012;7071;3;1955;6267;5380;0;5;34;140;692;906;840;721;1032;674;260;73;0;3913;1464;3;0;2651;2451;80;4;116;0
Offences against Contraventions of Federal Law;2019;2019_swisscrime.csv;311.00.332.00 Failure to report a find;2;2;0;0;2;3;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Life and Limb;2020;2020_swisscrime.csv;311.00.111.00 Homicide (Art. 111-113/116);215;253;206;0;244;270;0;11;28;23;42;38;36;27;36;19;9;1;0;241;29;0;0;171;91;22;2;56;0
Life and Limb;2020;2020_swisscrime.csv;311.00.114.00 Homicide at the request of the victim;1;1;0;0;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Life and Limb;2020;2020_swisscrime.csv;311.00.115.00 Inciting and assisting suicide;1;1;1;0;1;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Life and Limb;2020;2020_swisscrime.csv;311.00.117.00 Homicide through negligence;52;54;2;0;46;54;0;0;3;1;3;4;6;10;16;5;3;3;0;43;11;0;0;17;12;0;0;4;1
Life and Limb;2020;2020_swisscrime.csv;311.00.118.00 Illegal abortion;4;4;0;0;2;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Life and Limb;2020;2020_swisscrime.csv;311.00.122.00 Grievous bodily harm;573;669;274;10;567;713;1;18;92;85;129;100;75;61;84;49;11;7;0;650;62;1;0;395;249;67;4;75;0
Life and Limb;2020;2020_swisscrime.csv;311.00.123.00 Simply bodily harm;6294;7444;312;273;6317;6537;2;266;599;403;866;806;843;731;1088;599;232;97;5;5420;1117;0;0;3340;2426;328;17;569;0
Life and Limb;2020;2020_swisscrime.csv;311.00.124.00 Female genital mutilation;1;1;0;1;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Life and Limb;2020;2020_swisscrime.csv;311.00.125.00 Bodily harm through negligence;765;805;2;2;657;676;0;15;17;14;55;53;60;61;129;146;75;50;0;459;216;1;0;210;164;3;0;43;0
Life and Limb;2020;2020_swisscrime.csv;311.00.126.00 Assault;11372;14131;23;2723;12725;11726;4;459;616;371;1006;1314;1584;1526;2507;1505;548;284;2;8737;2989;0;0;6013;4927;439;18;629;0
Life and Limb;2020;2020_swisscrime.csv;311.00.127.00 Endangering the life or health of another / Abandonment;17;23;1;1;21;24;0;0;0;0;2;1;7;2;7;4;1;0;0;12;12;0;0;11;9;0;0;2;0
Life and Limb;2020;2020_swisscrime.csv;311.00.128.00 Failure to offer aid in an emergency;82;93;1;4;86;139;1;4;15;15;18;27;9;8;19;12;9;2;0;110;29;0;0;70;46;2;0;22;0
Life and Limb;2020;2020_swisscrime.csv;311.00.128.A0 False alarm;138;139;1;8;104;93;0;11;14;9;8;9;8;7;14;11;2;0;0;71;22;0;0;35;24;5;1;5;0
Life and Limb;2020;2020_swisscrime.csv;311.00.129.00 Endangering life ;541;591;19;13;472;473;1;11;32;21;60;46;56;56;86;58;30;16;0;420;53;0;0;192;150;10;1;31;0
Life and Limb;2020;2020_swisscrime.csv;311.00.133.00 Participation brawl;186;921;0;1;918;881;0;31;112;123;277;154;75;43;44;14;7;1;0;819;62;0;0;464;301;99;2;60;2
Life and Limb;2020;2020_swisscrime.csv;311.00.134.00 Participation attack;555;1442;5;3;1231;1126;4;111;353;215;214;86;53;27;37;20;4;1;1;1068;58;0;0;550;398;78;0;74;0
Life and Limb;2020;2020_swisscrime.csv;311.00.135.00 Representations of acts of violence;439;469;0;26;460;471;0;86;114;38;67;40;33;20;37;28;7;1;0;416;55;0;0;209;181;6;2;20;0
Life and Limb;2020;2020_swisscrime.csv;311.00.136.00 Administering substances capable of causing injury to children;85;99;2;12;88;84;0;2;13;11;10;6;8;5;16;9;4;0;0;63;21;0;0;28;19;3;0;6;0
Property;2020;2020_swisscrime.csv;311.00.137.00 Unlawful appropriation, including minor offences;2972;2985;6;8;727;755;0;24;74;45;89;90;82;82;113;95;33;26;0;570;183;2;0;369;231;32;3;103;0
Property;2020;2020_swisscrime.csv;311.00.138.00 Misappropriation, including minor offences;1735;1817;6;62;1619;1571;0;0;14;41;114;197;208;179;382;266;112;41;0;1178;376;17;0;855;631;21;0;202;1
Property;2020;2020_swisscrime.csv;311.00.139.00 Theft (not specified),  including minor offences;38020;38944;363;358;7719;6458;1;292;753;489;833;855;741;671;954;562;205;91;3;4892;1558;8;0;3766;1818;426;48;1474;0
Property;2020;2020_swisscrime.csv;311.00.139.10 Burglary;23859;24010;8738;41;4534;2891;0;238;578;319;403;363;302;277;272;99;24;9;0;2652;232;7;0;1660;559;161;20;920;0
Property;2020;2020_swisscrime.csv;311.00.139.71 Theft by secretly entering an unsecured place;8747;8809;576;67;1701;1488;0;97;256;149;186;189;166;170;159;76;30;10;0;1305;183;0;0;820;371;98;14;337;0
Property;2020;2020_swisscrime.csv;311.00.139.72 Snatch theft;780;788;65;0;200;232;0;8;52;49;50;26;19;17;7;3;1;0;0;223;9;0;0;185;26;33;3;123;0
Property;2020;2020_swisscrime.csv;311.00.139.74 Shoplifting;15918;16342;168;291;14172;9538;4;667;1083;533;1138;1238;1106;1049;1301;835;356;225;2;6054;3483;1;0;5633;2403;1010;157;2063;0
Property;2020;2020_swisscrime.csv;311.00.139.75 Pickpocketing;8976;8994;103;5;745;726;0;20;88;104;126;119;96;60;68;37;6;2;0;639;87;0;0;660;41;112;22;485;0
Property;2020;2020_swisscrime.csv;311.00.139.76 Theft by false pretences;2423;2437;75;6;548;573;1;18;84;67;104;100;65;39;65;23;6;1;0;502;71;0;0;521;22;75;13;411;0
Property;2020;2020_swisscrime.csv;311.00.139.80 Vehicle larceny, including minor offences;5222;5281;1064;8;789;438;0;15;74;55;69;75;53;39;42;14;2;0;0;417;21;0;0;316;82;65;10;159;0
Property;2020;2020_swisscrime.csv;311.00.139.81 Vehicle theft;36154;40496;350;16;2041;1740;0;170;428;216;250;172;122;136;158;75;12;1;0;1644;96;0;0;875;466;120;14;275;0
Property;2020;2020_swisscrime.csv;311.00.139.82 Theft from/ out of a vehicle, including minor offences;7950;8040;645;30;1544;998;0;33;154;120;165;164;118;85;114;34;7;4;0;936;62;0;0;673;166;143;26;338;0
Property;2020;2020_swisscrime.csv;311.00 140.00 Violent robbery;1867;1949;279;7;936;1475;0;152;497;201;235;125;89;75;68;21;11;1;0;1383;92;0;0;809;402;98;7;302;0
Property;2020;2020_swisscrime.csv;311.00.141.00 Removal of property, including minor offences;546;561;5;6;482;531;0;12;22;20;38;53;68;65;102;79;40;29;0;378;150;3;0;254;199;15;0;40;0
Property;2020;2020_swisscrime.csv;311.00.141.A0 Unlawful use of financial  assets;73;73;1;1;43;48;0;0;1;1;0;3;11;2;10;8;6;0;0;34;8;6;0;18;12;1;0;5;0
Property;2020;2020_swisscrime.csv;311.00.142.00 Unlawful abstraction of energy;25;26;0;3;19;21;0;3;2;0;0;0;4;2;3;5;0;2;0;21;0;0;0;6;5;0;0;1;0
Property;2020;2020_swisscrime.csv;311.00.143.00 Unauthorised obtaining of data;769;776;18;15;164;174;0;6;7;6;31;20;16;21;35;15;9;2;0;118;49;6;1;85;52;2;0;31;0
Property;2020;2020_swisscrime.csv;311.00.143.A0 Unauthorised access to a data processing system;686;696;17;17;160;166;0;8;5;8;17;17;25;24;28;22;8;2;1;122;43;1;0;77;62;1;0;14;0
Property;2020;2020_swisscrime.csv;311.00.144.00 Criminal damage, including minor offences;45718;46438;33;443;9417;8823;12;792;1474;837;1194;854;819;690;960;687;307;186;1;7534;1278;10;1;3368;2339;334;30;665;0
Property;2020;2020_swisscrime.csv;311.00.144.0Z Criminal damage plus theft;31863;32153;547;68;6289;4240;0;346;894;481;561;520;434;379;384;171;41;20;0;3845;386;9;0;2433;881;264;34;1254;0
Property;2020;2020_swisscrime.csv;311.00.144.A0 Damage to data, including minor offences;524;527;14;8;84;99;0;3;8;1;8;18;12;15;14;11;4;2;0;74;22;3;0;32;24;1;0;7;0
Property;2020;2020_swisscrime.csv;311.00.145.00 Misappropriation and removal of property subject to a pledge or lien;5;5;0;0;5;6;0;0;0;0;0;2;1;0;0;3;0;0;0;6;0;0;0;4;3;1;0;0;0
Property;2020;2020_swisscrime.csv;311.00.146.00 Fraud (not specified), including minor offences;18226;19338;1850;408;9020;5626;0;25;130;184;575;680;708;601;1075;762;323;116;52;3774;1455;395;2;2867;1898;57;0;912;0
Property;2020;2020_swisscrime.csv;311.00.147.00 Computer fraud;6585;6798;611;1716;2424;1832;0;65;200;159;303;303;189;196;241;118;34;7;3;1362;455;14;1;1067;501;139;23;404;0
Property;2020;2020_swisscrime.csv;311.00.148.00 Misuse of a cheque card or credit card, including minor offences;61;62;2;9;39;39;0;0;0;1;8;10;2;5;10;2;0;0;0;33;5;1;0;16;12;0;0;4;0
Property;2020;2020_swisscrime.csv;311.00.148.70 Unlawful claim for social insurance or social assistance benefits;685;698;6;48;690;749;0;1;0;5;41;57;100;97;190;176;59;19;0;453;292;4;0;390;365;12;0;13;0
Property;2020;2020_swisscrime.csv;311.00.149.00 Making off from a hotel, restaurant or bar without payment, including minor offences;350;355;0;0;304;265;0;0;1;5;34;34;33;30;50;46;28;3;0;197;67;1;0;168;69;4;0;95;0
Property;2020;2020_swisscrime.csv;311.00.150.00 Obtaining a service without payment;763;787;14;33;706;707;0;33;152;97;147;93;58;36;50;31;8;1;0;499;207;1;0;432;234;71;7;120;0
Property;2020;2020_swisscrime.csv;311.00.150.A0 Production and marketing of equipment for the unauthorised decoding of encoded services;1;1;0;0;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Property;2020;2020_swisscrime.csv;311.00.151.00 Maliciously causing financial loss to another;65;66;18;6;28;26;0;0;2;1;2;4;2;1;5;6;2;1;0;15;11;0;0;11;7;1;0;3;0
Property;2020;2020_swisscrime.csv;311.00.152.00 False statements about commercial business;12;15;0;1;14;20;0;0;0;1;1;5;1;4;3;1;4;0;0;14;6;0;0;13;12;0;0;1;0
Property;2020;2020_swisscrime.csv;311.00.153.00 False statements to the commercial register authorities;33;35;0;3;34;42;0;0;0;0;1;4;2;5;11;14;4;1;0;39;3;0;0;25;18;0;0;7;0
Property;2020;2020_swisscrime.csv;311.00.155.00 Counterfeiting of goods;67;67;1;0;53;65;0;0;0;5;16;9;6;8;9;7;3;1;0;53;11;1;0;32;22;1;0;9;0
Property;2020;2020_swisscrime.csv;311.00.156.00 Extortion;867;883;323;20;253;307;0;28;32;8;36;36;44;28;56;23;10;3;2;246;60;1;0;155;92;11;1;51;0
Property;2020;2020_swisscrime.csv;311.00.157.00 Profiteering;180;193;8;1;161;129;0;0;0;2;10;14;14;21;23;17;11;3;0;96;19;14;0;81;41;1;0;39;0
Property;2020;2020_swisscrime.csv;311.00.158.00 Criminal mismanagement;305;323;0;17;308;388;0;0;0;2;5;17;36;47;95;103;54;20;0;325;54;9;0;171;135;0;0;36;0
Property;2020;2020_swisscrime.csv;311.00.159.00 Misuse of salary deductions;86;88;0;1;82;100;0;0;0;0;2;8;15;11;36;16;9;1;0;71;27;2;0;47;38;2;0;7;0
Property;2020;2020_swisscrime.csv;311.00.160.00 Handling stolen goods;1207;1251;17;18;1227;1262;0;45;153;126;217;177;160;141;154;63;17;7;0;1120;140;2;0;847;314;115;28;390;0
Property;2020;2020_swisscrime.csv;311.00.162.00 Breach of manufacturing or trade secrecy;33;39;0;0;35;53;0;0;0;0;3;7;4;11;11;11;4;0;0;42;9;2;0;20;15;0;0;5;0
Property;2020;2020_swisscrime.csv;311.00.163.00 Fraudulent bankruptcy and fraud against seizure;318;320;1;11;311;363;0;0;0;0;9;31;45;42;104;77;40;13;0;282;79;2;0;180;170;1;0;9;0
Property;2020;2020_swisscrime.csv;311.00.164.00 Reduction of assets to the prejudice of creditors;92;92;1;2;88;126;0;0;0;0;1;9;13;18;34;29;17;3;0;108;16;2;0;63;55;1;0;7;0
Property;2020;2020_swisscrime.csv;311.00.165.00 Mismanagement;397;413;0;4;406;510;0;0;0;1;11;59;73;82;131;90;30;6;0;427;56;27;0;260;234;2;0;24;0
Property;2020;2020_swisscrime.csv;311.00.166.00 Failure to keep proper accounts;458;474;0;8;469;555;0;0;0;1;11;63;87;80;145;94;41;7;0;469;60;26;0;286;257;2;0;27;0
Property;2020;2020_swisscrime.csv;311.00.167.00 Undue preference to creditors;31;31;0;1;30;48;0;0;0;0;0;4;4;9;13;9;5;2;0;39;7;2;0;18;18;0;0;0;0
Property;2020;2020_swisscrime.csv;311.00.168.00 Subornation in enforcement proceedings;1;1;0;0;1;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Property;2020;2020_swisscrime.csv;311.00.169.00 Disposal of seized assets;473;476;1;17;470;458;0;0;0;0;15;38;53;52;118;108;66;8;0;379;79;0;0;228;222;0;0;6;0
Honour and Breach of Secrecy or Privacy;2020;2020_swisscrime.csv;311.00.173.00 Defamation;1612;1701;1;68;1363;1441;0;37;32;14;56;114;147;160;347;276;149;105;3;844;596;1;0;466;388;14;0;63;1
Honour and Breach of Secrecy or Privacy;2020;2020_swisscrime.csv;311.00.174.00 Wilful defamation;1380;1467;1;44;1245;1274;0;23;32;14;54;98;139;165;322;235;127;61;3;732;541;1;0;447;365;7;0;75;0
Honour and Breach of Secrecy or Privacy;2020;2020_swisscrime.csv;311.00 177.00 Insult;10811;12876;5;1285;11987;10847;3;393;613;452;1059;1175;1321;1307;2083;1441;659;332;9;8214;2632;0;1;5082;3962;365;23;732;0
Honour and Breach of Secrecy or Privacy;2020;2020_swisscrime.csv;311.00.179.00 Breach of the privacy of a sealed document;547;560;1;11;204;127;0;4;1;0;9;16;21;18;26;18;9;5;0;88;39;0;0;49;42;0;0;7;0
Honour and Breach of Secrecy or Privacy;2020;2020_swisscrime.csv;311.00.179.A0 Listening in on and recording the conversations of others;48;50;0;4;48;49;0;1;3;3;1;6;2;9;9;13;1;1;0;33;16;0;0;22;17;1;0;4;0
Honour and Breach of Secrecy or Privacy;2020;2020_swisscrime.csv;311.00.179.B0 Unauthorised recording of conversations;138;146;0;7;141;150;0;1;3;7;8;13;21;29;31;25;11;1;0;87;63;0;0;71;60;4;0;7;0
Honour and Breach of Secrecy or Privacy;2020;2020_swisscrime.csv;311.00.179.C0 Breach of secrecy or privacy through the use of an image-carrying device;654;707;6;37;526;502;0;24;35;15;35;52;53;57;100;70;42;16;1;383;117;2;0;172;131;11;0;30;0
Honour and Breach of Secrecy or Privacy;2020;2020_swisscrime.csv;311.00.179.E0 Marketing and promotion of devices for unlawful listening or sound or image recording;9;11;2;0;10;9;0;0;0;0;0;0;0;1;5;3;0;0;0;8;1;0;0;6;2;0;0;4;0
Honour and Breach of Secrecy or Privacy;2020;2020_swisscrime.csv;311.00.179.F0 Misuse of a telecommunications installation  septies;1491;1538;2;246;1236;1176;0;51;59;45;107;145;168;152;255;132;47;15;0;930;246;0;0;563;447;26;0;90;0
Honour and Breach of Secrecy or Privacy;2020;2020_swisscrime.csv;311.00.179.H0 Obtaining personal data without authorisation  novies;102;103;1;4;34;39;0;3;3;3;4;8;2;3;8;4;1;0;0;27;12;0;0;18;16;0;0;2;0
Offences against liberty;2020;2020_swisscrime.csv;311.00.180.00 Threatening behaviour;9926;11027;14;1039;10059;9393;2;293;491;304;790;1026;1237;1252;1993;1232;528;231;13;7851;1540;1;1;4895;3830;356;12;697;0
Offences against liberty;2020;2020_swisscrime.csv;311.00.181.00 Coercion;2668;2843;241;197;2568;2582;0;66;117;86;240;268;288;318;559;360;179;90;2;2090;483;9;0;1008;808;58;0;142;0
Offences against liberty;2020;2020_swisscrime.csv;311.00.181.10 Forced marriage, forced registered partnership;5;6;2;0;4;4;0;0;0;0;0;1;0;1;1;1;0;0;0;3;1;0;0;4;4;0;0;0;0
Offences against liberty;2020;2020_swisscrime.csv;311.00.182.00 Trafficking in human beings;55;67;0;6;53;61;0;0;3;2;6;10;10;4;16;7;2;1;0;34;27;0;0;47;22;0;0;25;0
Offences against liberty;2020;2020_swisscrime.csv;311.00.183.00 False imprisonment and abduction;266;294;32;13;238;321;0;7;28;28;68;32;34;31;46;30;13;4;0;266;55;0;0;173;131;16;0;26;0
Offences against liberty;2020;2020_swisscrime.csv;311.00.184.00 Aggravating circumstances;6;6;0;0;3;6;0;0;0;0;0;0;1;1;1;1;2;0;0;4;2;0;0;4;0;0;0;4;0
Offences against liberty;2020;2020_swisscrime.csv;311.00.185.00 Hostage taking;2;2;0;0;1;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Offences against liberty;2020;2020_swisscrime.csv;311.00.186.00 Unlawful entry;5501;5671;13;103;4179;4029;2;220;476;287;488;408;405;368;545;463;228;136;3;3237;792;0;0;1738;976;258;19;485;0
Offences against liberty;2020;2020_swisscrime.csv;311.00.186.0Z Unlawful entry plus theft;35399;35664;494;164;9472;5661;0;322;819;480;718;772;656;632;685;377;131;61;0;4813;840;8;0;3218;1218;430;68;1502;0
Offences against sexual integrity;2020;2020_swisscrime.csv;311.00.187.00 Sexual acts with children;1060;1257;92;221;1052;863;3;96;83;62;94;69;67;88;155;76;47;22;1;827;36;0;0;332;247;29;1;55;0
Offences against sexual integrity;2020;2020_swisscrime.csv;311.00.188.00 Sexual acts with dependent persons;11;11;1;1;10;10;0;0;0;1;1;0;0;0;4;2;2;0;0;9;1;0;0;5;3;0;0;2;0
Offences against sexual integrity;2020;2020_swisscrime.csv;311.00.189.00 Indecent assault;642;683;37;101;594;562;0;43;72;30;64;71;56;64;79;50;17;16;0;546;16;0;0;287;204;33;1;49;0
Offences against sexual integrity;2020;2020_swisscrime.csv;311.00.190.00 Rape;684;713;67;95;624;629;0;21;57;54;97;82;79;71;100;45;19;4;0;626;3;0;0;361;247;49;2;63;0
Offences against sexual integrity;2020;2020_swisscrime.csv;311.00.191.00 Sexual acts with persons incapable of judgement or resistance;213;216;1;7;188;198;0;6;22;20;26;26;22;18;28;21;7;2;0;194;4;0;0;87;62;7;0;18;0
Offences against sexual integrity;2020;2020_swisscrime.csv;311.00.192.00 Sexual acts with persons in institutional care, prisoners or persons on remand;4;5;0;2;4;3;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Offences against sexual integrity;2020;2020_swisscrime.csv;311.00.193.00 Exploitation of a person in a position of need or dependency;22;24;0;5;24;22;0;0;0;0;2;1;2;1;5;5;5;1;0;21;1;0;0;9;5;0;0;4;0
Offences against sexual integrity;2020;2020_swisscrime.csv;311.00.194.00 Indecent conduct;480;580;1;12;326;200;0;0;3;4;14;23;28;33;40;30;16;9;0;196;4;0;0;87;60;9;0;18;0
Offences against sexual integrity;2020;2020_swisscrime.csv;311.00.195.00 Encouraging prostitution;71;84;3;6;65;75;0;0;1;3;12;7;22;7;12;6;1;4;0;48;27;0;0;63;25;0;0;38;0
